ASSURED NAME,VESSEL,POLICY NUMBER,INCEPT DATE,EXPIRY DATE,ITEM NUMBER,ITEM TITLE,CLAIM NUMBER,DATE OF LOSS,CURRENCY,POLICY GROSS SUM INSURED,POLICY RETAINED SUM INSURED,POLICY QS SUM INSURED,POLICY SURPLUS SUM INSURED,POLICY PMMSC SUM INSURED,POLICY OTHER TREATY SUM INSURED,POLICY FACUL SUM INSURED,ITEM GROSS SUM INSURED,ITEM RETAINED SUM INSURED,ITEM QS SUM INSURED,ITEM SURPLUS SUM INSURED,ITEM PMMSC SUM INSURED,ITEM OTHER TREATY SUM INSURED,ITEM FACUL SUM INSURED,LOSS RESERVE,LOSS PAID,EXPENSE RESERVE,EXPENSE PAID,RECOVERIES,LOSS DESCRIPTION,LOSS DETAIL,STATUS,FRONTING/REFERRED,INTM NUMBER,INTERMEDIARY NAME,WITH EX-GRATIA,ORG TYPE
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00008,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,18663.33,18663.33,1297.46,1297.46,0,Damage to claimant's property,"due to typhoon Odette""""",CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00010,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Toppled guyed tower resulting,to damage to adjacent house,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00011,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,10422.9,10422.9,0,0,0,Toppled guyed tower resulting,to damage to adjacent house,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00012,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,479.14,479.14,0,Toppled guyed tower resulting,to damage to adjacent house,NOT PURSUED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00013,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Alleged damaged to third party,property due to typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00014,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,297.71,297.71,0,Damage to claimant's property ,due to Insured's property as a result of typhoon Odette,ADJSTR FEES O/S,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00015,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,221.52,221.52,0,Damage to claimant's property ,caused by Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00016,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,615.86,615.86,0,Damage to claimant's property,caused by Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00017,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,141.65,141.65,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00018,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,589.27,589.27,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00019,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,176.1,176.1,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00020,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,235.5,235.5,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00021,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00022,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00023,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to claimant's property,due to Insured's property as a result of typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00028,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,390.71,390.71,247.45,247.45,0,Potential Third Party loss due,to Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00030,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,135.66,135.66,0,Third Party property damage ,during to Typhoon Odette,DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00031,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,197.17,197.17,0,Third Party property damage ,during to Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00032,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,128.75,128.75,0,Third Party property damage ,during Typhoon Odette involving Globe's fallen tower,DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00033,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,8933.64,8933.64,591.59,591.59,0,Damage to a Toyota Vios when ,Globe's tower fell during Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00035,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to the properties of ,Parkmall due to a fallen tower of Globe during Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00036,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to the properties ,"Berjaya Trinity Suites, along with a near boarding house and death claim due to a fallen tower of Gl",CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00040,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,236.12,236.12,0,Damage to building of a tenant,when Insured's tower fell during Typhoon Odette,NOT PURSUED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00045,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,430.69,430.69,0,Damage to various properties ,due to a fallen tower of Globe during Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-22-00071,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,0,0,0,0,0,Damage to third party property,during Typhoon Odette,CLOSED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
"VARIOUS DECLARED AYALA CORPORATION AND SUBSIDIARIES (EXCLUDING AYALA LAND, INC.)",,GA-CGL-RS-20-0000021-02-D,12/31/2020,12/31/2021,1,PREMISES/OPERATIONS,GA-CGL-RS-26-00007,12/16/2021,USD,2000000,400000,0,1600000,0,0,0,2000000,400000,0,1600000,0,0,0,5000,0,0,0,0,Damaged properties,Damage to properties of the claimant due to typhoon Odette,OUTSTANDING,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
KEPCO SPC POWER CORPORATION,,GA-CGL-RS-21-0000013-02-D,06/28/2021,06/27/2022,1,COMBINED,GA-CGL-RS-22-00026,12/16/2021,USD,10000000,500000,0,0,0,0,9500000,10000000,500000,0,0,0,0,9500000,0,0,0,0,0,Potential exposure to Third,Parties that reportedly were exposed/affected by the coal that flew off from the client's coal yard,CLOSED,WILLIS TOWERS WATSON BROKERS (SINGAPORE) PTE. LTD.,3134,WILLIS TOWERS WATSON INSURANCE BROKERS,N,I
"GMA NETWORK, INC, SCRIPT2010; GMA NEW MEDIA; GMA MUSIC; ALTA PRODUCTIONS; GMA FILMS; RGMA NETWORK, AND/OR DISTRIBUTORS AND/OR THEIR SUBSIDIARIES AND/O",,GA-CGL-RS-21-0000155-14-P,07/31/2021,07/31/2022,1,PREMISES/OPERATIONS,GA-CGL-RS-22-70105,12/16/2021,PHP,13138558.13,-1261441.87,0,4320000,0,0,10080000,13138558.13,-1261441.87,0,4320000,0,0,10080000,0,0,0,0,0,Damage to third party ,"properties due to typhoon Odette""""",DENIED,,358,"AON INSURANCE & REINSURANCE BROKERS PHILS., INC.",N,I
ORIENTAL PORT & ALLIED SERVICES CORPORATION,,GA-CPM-HC-21-0000002-09-D,10/04/2021,10/04/2022,1,PROPERTY FLOATER,GA-CPM-HC-21-00031,12/16/2021,PHP,2016088000,100804400,0,0,0,0,1915283600,2016088000,100804400,0,0,0,0,1915283600,0,0,7000,7000,0,Potential claim due to damaged,"equipment/properties following typhoon Odette"".""",DENIED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,I
ORIENTAL PORT & ALLIED SERVICES CORPORATION,,GA-CPM-HC-21-0000035-08-D,10/04/2021,10/04/2022,1,PROPERTY FLOATER,GA-CPM-HC-21-00032,12/16/2021,PHP,166673000,8333650,0,0,0,0,158339350,166673000,8333650,0,0,0,0,158339350,0,0,6600,6600,0,Potential claim due to damaged,"equipment/properties following typhoon Odette"".""",DENIED,,2406,ROSELLER V. BUCOG,N,I
CARMEN COPPER CORPORATION,,GA-CPM-HO-21-0000007-00-D,10/30/2021,10/30/2022,1,CPM,GA-CPM-HO-21-00033,12/15/2021,PHP,3057724094,22932930.7,0,206396376.4,0,0,2828394787,3057724094,22932930.71,0,206396376.4,0,0,2828394787,3715876.71,3715876.71,118453.21,118453.21,0,Typhoon claim; damage to ,Insured's various equipment due to Typhoon Odette,CLOSED,WILLIS TOWERS WATSON BROKERS (SINGAPORE) PTE. LTD.,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,I
"CEBU AIR, INC. &/OR JG SUMMIT HOLDINGS, INC. ET.AL.",,GA-CPM-RS-21-0000012-05-D,04/15/2021,04/15/2022,1,CPM,GA-CPM-RS-22-00003,12/16/2021,PHP,2414142096,482828419.1,0,1931313677,0,0,0,2412142096,482428419.1,0,1929713677,0,0,0,750000,750000,0,0,0,Damage to various equipment ,"due to typhoon Odette""""",CLOSED,,205,UNICON INSURANCE AND REINSURANCE BROKERS CORP.,Y,I
"CEBU AIR, INC. &/OR JG SUMMIT HOLDINGS, INC. ET.AL.",,GA-CPM-RS-21-0000012-05-D,04/15/2021,04/15/2022,1,CPM,GA-CPM-RS-23-00014,12/16/2021,PHP,2414142096,482828419.1,0,1931313677,0,0,0,2412142096,482428419.1,0,1929713677,0,0,0,750000,750000,0,0,0,Damage to Insured's equipment,due to typhoon,CLOSED,,205,UNICON INSURANCE AND REINSURANCE BROKERS CORP.,Y,I
"CEBU AIR, INC. &/OR JG SUMMIT HOLDINGS, INC. ET.AL.",,GA-CPM-RS-21-0000012-05-D,04/15/2021,04/15/2022,1,CPM,GA-CPM-RS-23-00015,12/16/2021,PHP,2414142096,482828419.1,0,1931313677,0,0,0,2412142096,482428419.1,0,1929713677,0,0,0,750000,750000,0,0,0,Damage to Insured's equipment,"due to typhoon Odette""""",CLOSED,,205,UNICON INSURANCE AND REINSURANCE BROKERS CORP.,Y,I
ROGELIO M. RUSSEL / MARILYN E. RUSSEL,,GA-HOM-PIIC-21-0000619-00-D,06/30/2021,06/30/2022,1,BUILDING,GA-HOM-PIIC-22-00001,12/17/2021,PHP,5510000,0,0,0,0,5510000,0,5510000,0,0,0,0,5510000,0,235546.82,235546.82,0,0,0,DAMAGE TO BUILDING,,OS-FOR APPROVAL,,2101,"INTERVEST INSURANCE AGENCY, INC.",N,R
"MACRO DISTRIBUTOR, INC.",,GA-MF-HB-21-0000002-01-D,08/10/2021,08/10/2022,1,MERCHANDISE FLOATER,GA-MF-HB-21-00004,12/16/2021,PHP,2000000,600000,0,1050000,0,0,350000,3000000,900000,0,1050000,0,0,1050000,168394.29,168394.29,0,0,0,Damage to Insured's cargoes,"due to typhoon Odette""""",CLOSED,,3032,JIMMY A. MONTELIBANO,N,I
CENTRAL LOPEZ MULTI-PURPOSE COOPERATIVE,,GA-MF-HB-21-0000003-02-D,09/21/2021,09/21/2022,1,MERCHANDISE FLOATER,GA-MF-HB-21-00003,12/16/2021,PHP,1500000,450000,0,1050000,0,0,0,1500000,450000,0,1050000,0,0,0,0,0,12514.46,12514.46,0,The Insured's cargoes of sugar,"were damaged during typhoon Odette""""",CLOSED,,2594,JASMIN H. SUBANG,N,I
UNITED SOUTH DOCKHANDLERS INC.,,GA-PF-HC-21-0000014-00-D,07/09/2021,07/09/2022,1,PROPERTY FLOATER,GA-PF-HC-22-00001,12/16/2021,PHP,42297960,12689388,0,29608572,0,0,0,42297960,12689388,0,29608572,0,0,0,0,0,0,0,0,Damage to forklift units due,to typhoon Odette,DENIED,,30000,CEBU BRANCH,N,I
PHINMA PROPERTY HOLDINGS CORPORATION,,GA-PF-HO-21-0000012-11-D,01/12/2021,01/12/2022,1,PROPERTY FLOATER,GA-PF-HO-22-00031,12/16/2021,PHP,42575830.7,4257583.07,0,38318247.63,0,0,0,41575830.7,4157583.07,0,37418247.63,0,0,0,0,0,0,0,0,Damage to Insured's Tower,"Crane due to typhoon Odette""""",CLOSED,,473,"PHINMA INSURANCE BROKERS, INC.",N,I
CARMEN COPPER CORPORATION,,GA-PF-HO-21-0000497-02-D,07/06/2021,07/06/2022,1,PROPERTY FLOATER,GA-PF-HO-21-00060,12/15/2021,PHP,26799784.96,26799784.96,0,0,0,0,0,25799784.96,25799784.96,0,0,0,0,0,0,0,0,0,0,Typhoon claim; damage to ,Insured's various equipment due to Typhoon Odette,CLOSED,,490,BDO INSURANCE AND REINSURANCE BROKERS INCORPORATED,N,I
ARCHIPELAGO PHILIPPINES FERRIES CORPORATION,,GA-PF-HO-21-0000645-00-D,09/22/2021,09/22/2022,1,PROPERTY FLOATER,GA-PF-HO-22-00009,12/16/2021,PHP,5001605.28,1000321.05,0,4001284.23,0,0,0,5001605.28,1000321.06,0,4001284.22,0,0,0,322737.08,322737.08,48493.44,48493.44,0,The Insured's Genset unit,"was drifted at the port Marshalling area due to the typhoon Odette"".""",PAID,,825,"MARSH PHILIPPINES, INC.",N,I
MONARK EQUIPMENT CORPORATION ,,GA-PF-RS-21-0000004-00-D,11/09/2021,11/09/2022,1,PROPERTY FLOATER,GA-PF-RS-22-00003,12/16/2021,PHP,251000000,25100000,0,225900000,0,0,0,250000000,25000000,0,225000000,0,0,0,3873793.55,3873793.55,0,0,0,Damage to Insured's various,spare parts due to typhoon Odette,OS-FOR APPROVAL,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,I
MONARK EQUIPMENT CORPORATION ,,GA-PF-RS-21-0000004-00-D,11/09/2021,11/09/2022,1,PROPERTY FLOATER,GA-PF-RS-22-00004,12/16/2021,PHP,251000000,25100000,0,225900000,0,0,0,250000000,25000000,0,225000000,0,0,0,0,0,10483.06,10483.06,0,Damage to various spare parts,"located in Toledo, Cebu due to typhoon Odette",NOT PURSUED,,551,"LACSON & LACSON INSURANCE BROKERS, INC.",N,I
